!Gene Symbol	EGF_Baseline	EGF_Stimulus
CG18132	0.66	-0.79
CG1227	0.18	-0.19
CG42712	0.98	0.34
CG15630	-1.04	0.93
CG7222	-1.46	0.43
CG15059	-0.51	1.32
Dip-B	-1.29	-0.23
CG3756	-0.96	-0.19
mus304	0.17	1.61
slbo	-1.41	-2.39
holn1	-1.87	-1.12
Mst35Bb	-0.39	1.44
CG13252	-1.09	0.66
CG31769	-1.53	-1.47
mip130	1.00	-2.52
CG30161	-0.46	-0.38
Nopp140	-0.26	-1.12
ari-2	1.33	1.47
Skp2	-0.55	0.45
CG13063	-0.49	-0.12
CG5644	-0.96	0.49
CG7840	-0.81	1.30
CG2747	1.08	0.60
CG12236	2.05	-5.64
GstS1	-1.84	2.58
GstE7	1.64	-0.56
Tgi	-0.47	0.92
Not11	0.24	0.88
CG6463	-1.06	0.24
CG32432	1.93	0.79
CG33462	0.25	0.58
CG7789	-0.36	0.68
Mst87F	-0.95	-0.21
Ccz1	-0.49	1.37
ato	0.96	1.01
ItgalphaPS5	-1.92	-0.73
eag	0.86	-0.03
Acp29AB	0.79	-1.18
mRpS34	-0.88	1.31
Vps37B	-1.52	-0.87
CG31784	-0.61	-1.19
CG7706	-2.03	0.54
CG31050	0.94	-0.54
CG5810	-1.28	-1.07
Gnf1	0.71	-1.65
CG9393	-0.67	0.45
CG10889	-0.38	0.57
Cpr50Ca	1.40	1.21
atms	1.58	-0.39
CG10345	-1.14	0.84
l(3)76BDm	0.27	1.04
CG34126	1.05	-0.99
Spn43Aa	0.82	0.52
sub	-0.23	1.09
CG1814	1.44	-2.36
CG11106	0.35	-0.45
RhoGAP93B	-1.03	0.55
CG14529	-0.42	-0.56
CG7841	-0.61	-1.26
CG4266	-1.25	0.05
CG7248	0.41	-0.37
ewg	-0.83	0.59
CG40498	0.29	1.84
CG2681	-0.43	-0.55
PHDP	1.44	-0.90
CG4911	0.97	-0.94
CG14720	0.50	0.49
Gr63a	0.85	1.15
CG13700	1.42	-0.94
cmet	0.88	-0.64
crp	3.79	3.09
Zfrp8	-0.74	0.74
stet	1.30	-1.31
Pi4KIIalpha	-2.01	-1.36
CG10064	1.14	1.11
Pex11	-1.05	0.51
CG8065	-0.71	0.57
CG10116	-1.18	0.43
Pkc53E	-1.62	0.69
CG4853	0.47	-0.51
CG42561	0.75	0.87
Sec71	0.64	1.06
CG9090	-0.71	0.93
CG32196	-1.76	-0.83
CG5380	0.70	-0.27
CG34276	0.33	0.53
crc	-0.48	2.03
CG5126	-1.23	-0.34
IntS11	-0.70	0.77
mute	-2.44	-3.10
Cyp309a2	-0.69	0.84
crn	2.21	1.69
Surf1	1.84	-1.00
CG2186	0.66	-0.56
CG5869	-0.60	-0.06
CG32832	-0.74	-1.00
CG12229	-1.27	-0.46
CG6115	0.33	0.92
CG34289	-1.77	-0.84
CG5384	0.40	-0.74
CG11876	-1.02	-0.19
CG13978	1.17	0.62
CG6962	0.62	-2.13
Galphai	-0.25	1.29
CG8003	0.65	0.43
CG16896	-1.20	0.38
CG11210	-0.90	-0.61
Cyp4e1	1.24	0.58
ATPsyn-d	-1.15	-1.81
ImpE1	-1.21	-0.66
Tim8	-0.85	0.20
CG17786	-0.66	-0.70
CG13126	-0.41	0.76
CG14777	-1.04	0.57
CG14219	-0.37	0.34
Lcp65Ac	-1.26	-0.23
CG13127	0.37	1.04
Atg13	-2.15	-0.44
Spat	-0.62	0.97
CG32547	1.25	-0.89
5-HT7	-0.58	0.48
CG15829	0.28	0.53
CG15255	1.30	-0.95
Sgs3	-0.91	-0.13
nuf	0.61	-1.03
Tsp97E	0.09	1.51
Gyk	-1.35	-0.30
rad50	-0.24	0.32
pip	-1.00	0.25
eIF-2alpha	-0.66	-1.91
l(1)G0196	-1.50	-1.77
CG30091	0.75	1.75
CG8507	-0.39	0.63
CG17026	-1.05	0.62
Dlc90F	1.03	-1.71
CG18128	-1.12	-1.19
Pp2A-29B	1.03	0.06
nrv3	-0.65	0.95
Fnta	0.09	0.33
CG14803	-1.42	0.79
cato	-0.73	0.76
CG8773	-1.83	2.21
Txl	-0.77	-0.61
CG34028	-1.32	-0.31
MCPH1	1.23	-1.22
cert	0.41	0.39
Rab19	0.52	0.62
CG1718	-0.57	1.74
CG31038	1.83	-0.94
CG13364	-1.49	0.52
Tm1	-0.33	-1.08
CG18605	0.70	0.87
CREG	0.80	-0.75
CG6441	0.58	0.37
Sb	-0.63	-0.26
CG31294	1.57	0.81
Csas	-1.40	-1.37
Cyp6u1	1.09	1.73
CG6613	-1.64	0.84
CG31093	0.47	0.87
CG6569	0.92	0.53
Spt5	0.72	1.30
Task6	0.42	0.50
CG8136	0.82	1.12
CG32795	-0.67	1.27
CG13727	-0.66	1.23
CG3430	-0.72	-0.07
AlkB	-0.53	-1.40
Ca-beta	1.67	0.82
beta4GalT7	-0.39	0.39
CG42588	-1.42	-1.18
pon	-0.88	0.38
CG34409	0.91	0.50
Ir92a	-0.39	0.30
CG40439	0.29	0.60
CG4705	-1.71	-0.46
ymp	-0.83	0.43
CG6791	-2.02	1.23
Cdlc2	-0.83	-1.56
CG3708	-0.86	-0.13
CG30416	-1.23	0.51
CG13793	-1.60	0.80
CG13071	1.95	-0.59
CG16964	-1.18	-1.25
CG10343	-1.88	-0.10
CG30325	0.30	0.34
CG1516	-0.87	0.80
Ntf-2r	0.91	0.75
CG13078	-2.00	-0.58
CG2641	1.59	0.35
CG14642	-0.72	1.62
Mst77F	1.81	-0.22
sif	-1.49	0.88
CG4577	0.70	0.48
ssp6	-0.74	-0.43
MTA1-like	0.27	0.55
CG31089	0.88	0.96
CG13331	-0.26	-1.52
Rab39	0.64	0.41
PIP5K59B	1.51	1.02
mus301	0.67	-0.90
Hr51	-0.61	0.75
D19B	-0.36	-1.49
CG18367	0.67	-0.80
CG3038	-0.45	0.59
CG17754	-1.07	-0.47
18w	-1.16	-0.56
Hr83	-0.86	0.59
Kul	-0.51	1.27
Cpr49Af	0.85	-1.02
CG7423	-1.09	-0.71
CG18031	-0.97	0.62
mthl4	-1.46	-0.49
CG12393	1.56	0.61
CG16758	3.87	-0.28
Strip	0.98	0.31
CG4291	-1.52	0.47
CG18178	3.00	0.54
cdc14	3.40	0.66
Tpc1	0.33	1.07
CG12689	-0.65	0.35
CG1116	-2.09	1.30
CG5641	-0.26	1.15
Osi24	-1.04	-1.25
Top3beta	-0.76	-1.02
CCHa2	-0.85	-1.76
Or67a	-0.14	1.20
CG4692	0.82	-0.87
GstZ1	-1.91	1.73
muskelin	-0.21	0.84
CG8235	-1.09	0.42
Etf-QO	0.64	-0.77
Drp1	-0.36	0.12
CG2781	0.86	-1.22
CG3698	0.68	-0.67
CG14424	1.57	0.80
Vha100-5	0.65	-2.28
beta4GalNAcTB	-1.33	-0.46
yellow-d	-1.11	-0.53
CG11141	0.28	0.56
sol	1.06	-1.18
Su(Tpl)	-0.22	2.00
CG7542	-1.13	0.85
CG12014	-0.20	0.55
l(2)09851	0.59	-0.78
CG34204	0.80	0.84
Clic	-0.86	0.79
CG31807	1.29	-0.77
Or10a	0.27	0.72
mod(mdg4)	-1.44	1.94
CG1492	-0.82	-1.99
Snoo	-1.32	-0.45
sosie	1.14	0.53
CG12950	1.04	0.85
Pmm45A	0.76	0.05
CG5991	-1.64	-0.95
CG10866	-1.51	-0.27
CG14005	-0.72	1.57
Cog7	2.01	0.65
Nipped-A	-3.06	-4.38
Map205	-0.91	-1.01
CG12773	0.78	1.45
Aprt	-1.02	-0.34
tweek	1.27	1.33
Dtg	-0.54	1.19
Rrp46	-0.67	-0.42
CG14327	-0.30	-0.16
Alg10	-0.58	-0.40
Fen1	-1.45	0.69
CG31773	-2.15	1.14
CG12674	-0.79	0.92
CG17219	-1.19	0.92
ftz	-1.47	-0.94
mRpS14	1.55	-0.33
CG14628	0.97	0.26
CG5946	-0.32	-0.67
Ude	1.93	0.60
Ubc6	-2.78	-1.65
CG13965	-1.47	-1.64
mars	-1.01	-0.68
beat-Vc	0.61	-1.55
CG13713	-0.09	-0.44
CG9636	-1.91	-0.55
Cep97	0.78	-1.05
Pdp	0.78	-0.39
alpha-Est5	-1.61	0.87
CG10681	1.05	-1.26
por	0.65	0.74
CG5421	-0.68	0.61
Uev1A	0.22	1.03
CG5011	1.59	1.34
Mlp84B	1.86	-0.21
CG3815	-1.64	-0.39
Mtor	-0.57	-1.02
CG17486	0.70	0.30
rdgB	-0.07	0.66
Mvl	0.93	-0.68
CG8216	-0.93	0.90
Cyp4e2	-0.68	0.72
x16	-0.72	0.75
CG10445	1.33	0.34
CG4607	0.29	-0.65
CG8791	0.34	0.43
Aph-4	0.85	-0.27
nvd	-1.03	-0.41
Spn28B	-1.20	-1.07
Porin2	-1.67	-0.34
CG13870	-0.60	-0.35
RpL39	4.28	-3.39
CG9988	1.50	-0.86
CG2972	1.06	0.17
spin	-0.72	-0.50
Pep	-1.34	1.44
CG34229	1.04	1.73
CG14798	-1.16	0.74
dsd	-1.08	-1.03
CG14644	-0.89	0.87
Gadd34	-2.94	2.32
CG13954	-0.83	2.71
CdGAPr	-1.60	0.81
CG31229	1.33	-0.68
CG11367	-0.87	0.45
fry	-1.11	-0.36
CG10801	1.12	-0.49
mspo	-1.03	1.35
IM3	-0.83	-1.39
l(1)G0148	-0.29	-0.57
kek1	0.47	-0.61
Lcch3	0.83	0.29
Aats-tyr	0.44	1.05
CG11696	-1.37	-1.25
CG33143	-0.93	1.17
Aats-ala-m	-1.33	1.14
CG10208	-1.46	-0.91
CG1637	-0.69	1.00
CG14317	-0.79	0.70
GstO3	-0.71	-0.15
Sug	0.92	1.02
CG17019	0.93	0.46
Elk	-1.32	0.64
CG5217	-0.64	-0.73
CG6707	0.45	0.32
CG17109	-1.81	-0.22
CG34426	0.65	1.04
pgant4	-1.22	0.36
CG30272	-0.23	0.34
CG5023	-1.22	-1.69
CSN1a	2.02	1.69
Cyp6a16	0.71	1.32
La	-0.57	-0.66
CheA7a	-0.34	1.39
CG16836	0.45	0.76
CG7326	-0.89	-0.64
CG9689	1.24	0.14
Patsas	-1.61	-0.63
Drat	-1.84	1.14
CG4953	1.09	-1.11
srpk79D	1.46	0.82
CG42399	0.86	0.65
CrzR	-0.62	0.68
CG4768	-1.48	0.63
larp	-1.35	1.11
cpb	0.37	0.20
CG12035	0.71	-0.57
Ggt-1	0.92	0.69
prominin-like	-1.97	0.52
CG17738	-0.51	0.40
beat-VI	-0.94	0.98
CG4928	-0.94	1.08
GC	1.81	0.41
CG9531	-1.19	-1.37
CG12849	0.78	-0.83
C1GalTA	-0.45	-0.52
CG31806	1.44	4.88
CG8191	-0.23	-1.33
AANATL2	-0.40	0.28
PPP4R2r	-1.41	-0.92
CG14244	-0.36	0.87
Sry-alpha	4.30	1.34
MKP-4	-1.55	0.71
Tep2	0.67	1.28
CG8141	-0.35	-0.06
CG10671	-0.79	-0.54
CG33506	0.49	-0.67
Ir56d	1.30	0.68
CG30423	-0.93	0.67
CG13711	-1.79	0.99
CG9864	-1.48	0.53
CG9825	0.31	0.55
Tsp3A	-1.72	0.54
CG11052	0.96	-1.39
Vps16B	-0.54	1.19
CG12985	-0.81	-1.37
ps	-3.40	-3.40
Tango5	0.68	0.96
Cyp9b2	-1.65	0.87
U26	1.91	-0.09
mthl9	-0.41	0.39
Tsp74F	-0.31	0.87
TotB	0.94	0.58
wun2	-1.19	0.61
B4	-1.11	1.13
dwg	1.52	0.56
CG1124	1.68	0.09
Grip163	0.99	-0.15
CG15144	0.54	0.60
Karl	-0.90	-0.71
CG14569	0.41	0.19
CG6652	-0.99	-1.24
CG2034	-1.06	0.19
olf413	-1.85	-1.04
CG6793	-1.12	0.73
CG7741	-2.00	-1.02
CG13461	3.86	0.88
Ir94g	-0.24	-0.43
CG17856	-0.98	-0.88
dpr18	0.42	0.75
Cen	-1.82	-1.82
acj6	1.50	-0.72
sisA	-0.82	0.31
CG9394	1.11	1.44
CG13538	-0.76	-0.83
Syx8	-1.57	0.66
zye	-0.40	-0.09
CG13048	0.91	-0.77
Cyp9h1	0.63	0.90
CG31814	0.75	-0.18
CG14262	-0.35	-1.10
rau	0.69	-0.21
Madm	-1.31	-1.31
CG10962	-0.88	0.73
ball	1.18	-1.12
CG15071	-1.39	0.77
CG31712	-0.95	0.76
Fim	-1.60	0.72
PNUTS	-1.22	-4.33
CG7322	-1.16	-0.54
ms(3)76Cc	0.48	-0.26
CG13284	-1.52	-0.90
CG31950	1.36	-0.83
CG15312	1.48	-0.80
Or30a	-0.55	0.57
CG2247	-0.95	0.82
CG9503	-0.93	-0.56
CG8301	-0.37	0.43
CG5721	1.28	0.44
CG11828	1.51	1.03
CR30374	-1.07	0.91
CG11550	0.16	0.50
CG5180	0.42	-0.66
CG32109	-1.01	0.62
TbCMF46	0.34	0.80
Tudor-SN	-0.91	-1.26
CecC	-1.18	1.07
CG13623	-1.37	0.50
Ski6	-0.65	-0.70
CG11309	0.22	-2.15
Zip42C.1	0.82	-0.29
CG34012	1.15	-0.78
CG17211	-0.82	-1.39
CG12204	-1.17	-0.82
alpha-Man-IIb	-1.85	0.31
CG6891	-0.87	-0.20
CG5941	0.18	0.83
CG42323	-1.62	-0.32
CG42360	1.44	-0.60
prtp	-1.17	0.67
mRpS11	-0.80	-0.59
pen-2	-0.53	0.87
CG3663	-0.36	-0.81
CG14608	1.32	-0.68
hig	-1.45	1.17
et	-1.00	0.89
Dredd	-0.19	0.66
Cpr92F	-0.54	0.41
CG17168	1.26	-0.42
CG4332	0.64	-0.47
CG6287	0.50	-0.09
CG4576	-0.19	0.47
CG4019	-0.78	0.14
CG4382	1.32	-0.62
CG34338	-1.03	-1.05
Or94a	-0.58	0.97
CG34433	-0.43	0.42
CG4908	-1.02	0.60
TpnC73F	0.56	1.84
2mit	0.89	-1.01
CG10183	-2.19	-1.08
ZnT49B	0.93	0.81
Cyp4g15	-0.60	-1.01
boca	1.29	1.02
CG7197	-0.55	1.28
dy	-0.95	-0.46
bchs	0.16	-0.51
CG7442	1.10	1.37
CG31259	-0.46	0.57
kon	0.95	0.59
lwr	0.33	-0.50
CG17776	-0.52	0.29
Fkbp14	0.63	0.68
CG34266	-0.77	1.16
sut1	-0.57	1.10
CR33317	1.17	0.62
Dh44-R2	1.55	-0.81
Khc	0.56	0.70
CG10915	-0.60	0.67
CG2750	-1.31	0.86
RpL40	0.98	-4.72
Sod3	-0.97	1.41
ChLD3	1.46	1.82
Ubc4	-1.46	0.79
mRpL27	-1.48	0.66
CG4025	1.60	0.71
CG18109	0.65	0.63
Semp1	-0.40	-1.45
CG6277	-0.64	0.76
wb	-0.35	-0.65
CG5872	0.45	0.05
CG14151	-1.96	-0.52
CG3788	0.73	0.78
CG8252	1.43	1.09
CG34107	-0.44	-0.96
Osi4	-0.60	-0.74
CG3655	1.46	0.67
CG10306	-3.54	-1.72
CG6950	0.57	1.34
CG15263	-1.13	-1.23
CG34451	0.30	0.92
CG31368	0.62	0.46
CG32102	-1.13	-0.64
CG6744	1.04	0.40
CG10587	1.42	-0.87
CG6553	-1.45	1.09
CG7492	0.17	-0.54
CG15465	-0.72	0.59
CG3608	0.60	1.09
CG30054	-1.02	0.35
CG15719	-0.76	0.44
AstA	0.42	1.66
CG15497	0.22	-0.81
aralar1	-1.58	-0.57
nol	0.92	3.81
CG42331	-0.72	0.32
Cyt-b5-r	0.95	1.91
CG7299	-0.33	0.51
CG34462	-0.90	-0.78
CG3530	-0.58	-1.65
CG11436	0.41	0.92
CG4925	-0.98	-2.27
TfIIEbeta	0.30	0.71
CG13116	-1.30	-2.21
RhoGAP18B	-1.27	1.63
CG17751	1.08	0.75
CG4956	-0.74	0.59
Tim17b2	0.83	-0.92
mRpL35	-1.42	1.45
CG30334	-0.83	-0.22
CG18764	0.51	0.54
Sox14	-1.22	-1.01
Cyp6t1	-0.73	-0.36
Tm2	-0.83	0.41
pnr	0.26	1.30
robl22E	0.57	-1.02
CG32176	-1.33	0.37
CG6927	-1.75	0.66
FucTB	-1.86	0.23
CG30269	-1.66	-1.33
Nup133	0.86	-0.75
wuc	1.29	0.86
dod	-0.42	-0.31
CG17598	-0.53	-0.95
Ran	4.27	-0.52
shi	2.89	-0.78
CG8147	-1.36	-1.65
CG13123	-1.71	-0.19
CG12974	-1.48	0.83
CG7716	-0.63	0.20
dpr5	0.40	0.94
CG15773	-1.12	0.94
pcl	-1.33	-0.65
snz	0.75	0.93
Eig71Ec	-0.76	-0.47
CG12483	-0.62	0.40
CG13313	0.69	0.95
brn	1.72	-2.02
CG31300	-0.39	0.51
CG17490	-1.51	-1.12
Rassf	1.12	0.88
alphaSnap	0.39	-3.69
topi	0.51	0.99
Dic4	-0.32	2.03
CG5758	0.61	0.92
CG33229	-0.57	-0.85
S-Lap8	-0.75	-0.34
l(3)mbt	-0.53	-1.74
CG33127	-1.75	-1.79
CG3819	-1.75	0.93
CG9004	-0.99	1.56
CG5348	-0.69	0.54
lilli	1.40	2.08
Pgk	0.88	1.00
CG6018	-1.30	1.11
Orc6	0.37	0.69
Tsp68C	-1.07	-1.69
ap	0.90	0.51
CG33120	-0.89	0.69
CG5987	1.40	-1.18
CG7372	0.93	1.09
CG9773	0.97	0.68
CG13578	-0.99	0.19
CG18507	-1.15	1.06
Axn	2.27	0.72
bor	0.40	-1.48
fw	-0.73	0.33
CG3719	-0.49	1.46
Rheb	0.84	1.21
CG12009	-0.72	0.88
CG15186	-1.19	0.53
CG14258	-0.99	-0.35
CG13084	1.21	0.62
RhoGAP54D	1.45	-1.13
CG4302	-0.71	0.82
CG6712	1.82	1.16
Pu	0.21	0.92
CG32651	-0.91	0.89
nvy	-1.61	1.83
rgn	-0.40	0.90
CG8628	-0.42	-0.32
stv	-0.46	0.92
7B2	2.37	1.07
CG14997	-0.78	0.78
CG7420	1.27	-0.50
CG7009	-0.92	0.55
CG14667	-0.96	-0.10
Snap25	0.92	1.06
Amph	1.03	0.36
CG33225	1.01	0.47
comt	1.52	-1.82
CG8701	-0.32	1.59
CG13074	1.31	0.81
CG32141	-0.47	-0.41
Ir94f	-1.07	-0.42
CG10881	0.82	1.90
CG13827	1.03	0.72
ppk15	1.55	-0.84
snRNP-U1-C	1.34	0.68
Glut3	-1.10	-0.29
RIC-3	-1.32	1.43
CG11703	-1.03	-1.13
CG4073	0.48	0.61
CG31663	-1.88	0.98
pad	0.51	1.24
CG33181	-1.92	-0.99
Rpb10	1.73	-1.68
CG13218	-1.76	-0.79
CG14823	-0.28	1.13
Sema-5c	0.61	0.83
CG14132	-0.94	1.20
CG17493	1.97	0.98
CG13097	-1.09	1.07
Jarid2	-0.46	-1.00
Pp1-Y1	-1.47	1.68
Taf5	0.35	-0.52
CG13239	-1.06	1.05
Trax	1.26	1.55
CG14142	-1.10	-0.56
CG16894	-1.75	-1.67
CG14598	1.45	0.77
CG15375	-0.17	-0.32
CG2658	-0.21	-0.34
Nup93-1	1.24	-5.13
CG5321	-1.55	0.75
BoYb	0.76	1.21
CG14400	1.22	1.13
pins	-1.20	0.43
CG8916	1.78	0.65
mthl5	1.54	0.39
CG9498	-0.86	1.26
Cyp318a1	0.91	0.45
eIF5B	-0.63	-1.13
Fcp1	0.51	0.12
CG31344	0.25	0.76
sunz	-0.86	0.43
eIF-3p40	0.96	-0.35
CG15140	0.87	-2.28
CG13365	-0.92	0.34
l(3)73Ah	1.90	-1.58
CG6750	-0.21	-1.02
pUf68	-2.21	-0.86
CG8043	0.88	-0.53
CG17119	1.05	0.53
CG34238	-0.41	0.66
Dro	-1.19	-0.88
CG42575	-0.74	0.40
tay	1.06	0.85
Tango13	-1.68	0.49
CG15747	1.21	1.01
CG4229	-1.45	1.25
iab-4	-1.80	-1.41
CG6753	0.02	0.98
Crk	0.63	-0.26
egr	-0.74	0.34
Fsn	-1.10	0.11
Mdr65	-0.85	-1.01
BBS8	0.41	0.78
CG9855	1.34	1.00
CG11068	0.49	-0.35
Aos1	0.57	1.25
CG13041	-0.55	-0.49
CG2656	0.36	-1.07
Pgm	0.43	1.11
CG7967	-1.50	-1.68
CG12895	-0.34	0.66
nAChRalpha7	2.33	1.23
CG31413	-0.87	0.71
CG30487	1.70	-0.37
CG6656	-0.47	1.01
CG12253	0.45	-0.87
CG5895	-1.56	1.19
CG34214	-0.24	-1.09
ms(3)K81	0.55	-0.45
Ef1beta	1.31	-1.01
CG13442	-1.25	0.63
alpha-Spec	0.94	-0.26
edl	-1.05	2.84
CG1275	0.33	-0.38
Marcal1	0.94	-0.84
CG15876	0.16	-0.34
CG9784	-1.07	0.44
CG33768	2.67	-0.40
CG14566	-0.67	0.47
CG31735	1.10	-0.96
RhoGAP5A	-0.26	0.69
CG15093	-0.19	1.35
Mob3	-1.35	-0.92
AP-2sigma	0.47	1.75
Rab1	1.15	-1.08
CG15446	-0.51	0.27
Ptp10D	-1.03	-0.43
mav	0.30	0.54
LKR	-0.74	0.72
Slc45-1	0.92	0.51
CG5255	0.35	0.55
PIP4K	1.27	0.69
CG8206	-0.70	2.14
CG3368	0.28	1.39
CG33285	-0.51	0.76
ppk12	-1.70	0.61
Cpr47Ec	-1.38	-1.19
Cad86C	0.68	0.89
Or42b	0.71	-0.81
NimA	-2.27	-1.56
Dad	-2.06	-0.92
TBCB	-1.34	1.06
CG14231	-0.44	-0.90
sd	-0.66	1.49
Osi15	-1.18	0.31
CG2218	1.31	0.34
CG14891	-1.55	-0.67
CG12963	0.12	0.86
Vhl	-1.13	0.87
ppk28	0.46	0.28
CG11842	-2.02	0.58
oys	-1.44	-2.23
lox	-1.31	-0.46
CG6527	-1.73	0.42
ec	1.07	-1.54
CG11418	-0.63	-0.47
pav	1.18	-0.82
aust	0.71	0.64
CG13562	-1.96	-0.46
Acox57D-d	0.34	0.99
CG12050	-1.27	-1.76
CG3689	-1.52	0.58
Spn	1.50	-0.57
CG11791	-0.42	-1.40
Spt6	1.55	2.83
CG14618	-0.79	-0.11
ksr	-1.13	-8.49
CG17985	1.18	0.67
Gyc-89Da	-0.46	0.59
CG5070	0.86	-0.35
Ser8	7.56	0.82
chn	0.59	0.65
l(2)k05819	-1.29	0.38
CG33453	-0.33	1.08
CR31700	-1.23	0.65
CG17124	-1.31	1.22
Notum	-1.27	1.34
Syx17	1.35	-0.97
chif	1.83	-0.70
CG13474	-0.62	-3.37
Or85a	0.79	-0.32
Reg-5	0.74	1.83
CG13296	-1.53	-0.49
CG6812	-1.52	0.51
CG3262	0.58	1.16
CG8419	-1.62	0.06
Corin	-1.63	-0.86
Synj	-0.40	-1.31
Optix	0.72	-0.82
CG32369	1.76	-1.41
Atg3	0.86	1.97
GluClalpha	0.68	-0.33
CG3499	0.57	0.76
Rh5	-1.16	1.08
lgs	0.98	0.50
CG34136	-1.45	-0.90
mtm	2.37	-0.86
Nse1	-0.45	-0.36
CR42735	0.38	0.65
NP15.6	0.79	-0.10
Wdr82	-3.36	-3.94
Reph	-2.30	-1.50
CG9795	0.63	0.97
CG9757	-1.61	-0.36
CG5919	0.28	-1.04
Ugt37a1	-1.44	-0.81
Pmp70	-1.42	0.55
CG8420	-1.27	-0.54
betaggt-II	0.56	-0.71
Brms1	-0.43	1.32
Fer2LCH	-1.60	-0.49
eys	-0.95	1.43
CG9149	-0.62	-0.73
hyx	5.02	1.31
CG10710	0.62	0.65
Bem46	-1.73	-0.25
Sr-CIV	-1.61	-0.08
CG7329	1.24	0.04
OSCP1	-1.79	0.67
Ndg	0.35	-0.66
CG17207	1.09	-0.96
CG8299	-1.34	-0.44
CG15344	-0.59	1.24
CG3016	-1.25	-1.11
CG3842	0.30	0.54
CG11404	1.27	0.35
LS2	-2.04	0.77
CG3515	0.42	0.61
CG14837	0.30	-0.74
CG12112	-1.25	-1.64
CG32983	0.27	-0.48
Lcp65Aa	0.54	0.23
png	2.15	-0.24
CG30377	-0.86	0.78
Gr98d	-1.41	0.22
CG5734	1.24	0.92
CG11373	1.17	-0.28
Reg-2	0.20	1.29
Dpck	1.23	-0.76
fl(2)d	1.33	-1.35
CG30344	-1.09	-0.38
GlyP	0.09	-0.47
smid	-1.19	-0.34
CG11984	-2.00	-0.79
Spn28Dc	1.08	-0.89
Gr22a	-0.61	0.82
CG5886	-0.59	-1.56
CG6405	0.93	0.86
Gr22e	4.08	1.84
CG17650	0.84	6.57
CG7048	0.15	-0.44
Kal1	-0.90	1.65
trpl	-2.70	1.58
PCID2	-1.11	1.01
Unc-76	1.03	0.23
CG32112	-1.25	-0.88
CG32121	0.95	0.76
Oatp58Db	0.31	1.34
CR9162	0.26	-0.14
CG12163	-1.62	1.31
Cpr76Bb	-0.99	-1.46
gcm	1.36	-0.53
CG17841	-1.11	-1.40
Atg4a	0.57	-0.41
CG5506	0.48	-0.80
GstE13	0.72	-0.62
CG30087	1.24	1.46
CG14537	-0.96	-0.26
CG4691	0.74	0.16
CG31205	0.76	-1.46
Obp83g	1.16	-0.72
CG33340	0.58	-1.39
PSR	-1.91	-0.72
CG7133	-0.93	0.46
CG14544	-0.36	1.00
NHP2	-0.93	0.74
H15	1.00	1.30
CG42780	-1.73	-0.54
CG14075	-2.07	0.81
InR	-1.26	-0.71
CG5122	1.07	-1.65
CG18269	-2.13	-1.29
Nop17l	-1.31	0.83
CG7943	0.61	1.11
ush	2.59	-0.92
lbk	-1.20	-0.19
CG9084	-1.36	0.73
Teh4	-0.24	0.71
CG11726	0.49	0.54
RpL6	1.61	-3.82
glob1	-1.89	1.16
CG11722	-1.20	0.60
CG6700	2.19	-1.77
CG10984	-0.52	1.55
mats	-0.95	-0.61
CG32095	2.01	0.26
CG34008	-1.16	-0.40
lush	-0.41	1.54
Or9a	-0.86	-0.49
CG17744	-0.31	0.40
CG4306	2.16	0.74
mRpS21	-1.62	-1.05
CG14770	0.70	0.24
CG13203	1.27	-0.64
CG13563	-0.21	0.75
CG4743	-1.19	0.08
CG30187	0.21	1.54
mRpL11	-1.76	-0.41
Ube3a	0.91	0.82
CG7130	0.34	-0.17
asl	-1.86	0.94
CG2906	-0.89	1.18
CG12857	0.74	0.61
CG3009	-1.43	1.67
CG6304	0.52	-0.31
ATP8B	0.61	1.03
CG10584	1.02	0.35
HP4	0.74	0.66
Sas-4	1.07	-0.45
CG18869	1.51	0.33
GCC185	-0.73	-0.32
Sdc	-1.41	1.01
Jhedup	-1.28	-0.34
CG5613	1.16	-0.45
papi	-1.46	0.76
CG5964	-1.24	1.07
CG17147	-1.84	0.82
CG31108	0.72	1.52
CTCF	-1.46	0.50
CG6592	-0.58	0.53
scpr-B	-0.49	1.30
Uba1	-1.63	-1.47
CG15347	0.61	-0.31
CG34231	-1.27	-0.34
CG11261	1.30	1.03
v(2)k05816	-1.41	0.68
CG17380	-0.68	0.47
cbx	-1.40	0.60
CG12868	-1.45	-0.03
yuri	2.10	1.55
CG13377	1.08	-0.23
CG3748	-1.69	-0.74
CG33136	-0.90	0.81
MCO3	-0.54	1.32
CG17075	-1.30	-0.27
CG30083	-1.22	0.61
Utx	0.77	1.74
CG9281	-0.33	-0.35
Atac2	-1.41	-0.51
TwdlJ	-1.65	0.66
CG11802	0.97	0.54
Mal-A3	0.89	0.72
Ppt1	0.73	0.62
krz	-0.33	-0.94
CG10933	-0.84	-0.35
CG5745	1.44	-0.49
CG13069	0.55	-0.34
St4	0.75	0.40
CG5623	-0.92	-0.42
Pez	0.30	0.98
CG8229	0.62	0.44
Uch-L5	0.40	0.63
CG18635	1.83	-0.32
CG14111	0.86	0.52
comm2	-0.32	-0.55
Lcp2	1.39	0.79
CG30010	1.28	0.20
Syx7	0.49	0.99
CG8298	-0.78	0.64
CG16985	-0.71	0.10
CIAPIN1	-1.37	-0.35
CG9458	-0.36	0.80
CG9008	1.99	-0.81
CG32152	-1.78	-1.40
CG5157	1.55	0.75
